BoroCT2010,boro,center_x,center_y
4009700,4009700,-73.91860274092087,40.77648193923721
4010100,4010100,-73.9162552827508,40.77840290491724
4010200,4010200,-73.82296747384969,40.67877796970845
4010400,4010400,-73.82654673337663,40.68296788358042
4010600,4010600,-73.82496434555436,40.68568354986999
4010800,4010800,-73.83059729416676,40.688610272317064
4011100,4011100,-73.90731306845964,40.77879512093098
4011200,4011200,-73.83906746870139,40.684109009073175
4011300,4011300,-73.90846569807059,40.776257712407634
4011400,4011400,-73.84184435083974,40.687969455849384
4011500,4011500,-73.91334599965703,40.77442057449231
4011600,4011600,-73.83881420568704,40.688814938891745
4011700,4011700,-73.91045564880781,40.77222976425342
4011800,4011800,-73.83391716760579,40.69069115835068
4011900,4011900,-73.90606391465101,40.771205447355236
4012100,4012100,-73.9035140901345,40.772758622737385
4012400,4012400,-73.83431596278112,40.69523680183891
4012601,4012601,-73.83742371011174,40.69369490648021
4012602,4012602,-73.84071564095814,40.69320049518882
4012800,4012800,-73.84012308814324,40.698262826436554
4013000,4013000,-73.8378352533666,40.700345912333525
4013600,4013600,-73.82865701929151,40.706599406557174
4014000,4014000,-73.82904911328662,40.70372567748731
4014300,4014300,-73.9115114963919,40.76629988331711
4014500,4014500,-73.9075082184802,40.7642809477059
4014700,4014700,-73.91075217419282,40.7629976618999
4014900,4014900,-73.91444418070475,40.76185386423879
4015300,4015300,-73.91364738861965,40.75808157532617
4015400,4015400,-73.82055397368462,40.69219621756904
4015600,4015600,-73.82061166409319,40.690342387817964
4015802,4015802,-73.81963591078464,40.68754541277691
4016100,4016100,-73.91458638539027,40.75508365642704
4016400,4016400,-73.81655691107265,40.685080075461805
4016600,4016600,-73.82070218387908,40.681273274742004
4016800,4016800,-73.81723380773067,40.679374125437654
4017200,4017200,-73.81134891246853,40.682345170068785
4017800,4017800,-73.80869867349362,40.67710925839395
4018000,4018000,-73.80532822142186,40.67579516886639
4018401,4018401,-73.7922122222071,40.67518918516785
4018402,4018402,-73.79436106227784,40.67894792098031
4018501,4018501,-73.9224312921688,40.73870972009039
4018502,4018502,-73.92206485783605,40.740554536373416
4018600,4018600,-73.79889429169349,40.67989534540565
4019000,4019000,-73.79522205364385,40.685386155187366
4023000,4023000,-73.80814563636049,40.712641724453036
4023200,4023200,-73.81128090454855,40.709589513856955
4023600,4023600,-73.8049190827138,40.7073436980223
4023800,4023800,-73.80903753558837,40.70522221978479
4024700,4024700,-73.89941320950962,40.74235232937345
4025900,4025900,-73.9035260518808,40.748577901778255
4026100,4026100,-73.90060160748726,40.74721251895525
4026600,4026600,-73.78169508094018,40.69188128809068
4026901,4026901,-73.88221811521687,40.746871537456414
4026902,4026902,-73.88295404855562,40.744614091817766
4027000,4027000,-73.79139841144527,40.68868416195592
4027100,4027100,-73.87948571892521,40.74521492913082
4027200,4027200,-73.79132013435569,40.683577363366204
4027300,4027300,-73.8727732545951,40.75219739283147
4027400,4027400,-73.78898900537492,40.68490504343388
4027500,4027500,-73.87556899736816,40.75215379190693
4027700,4027700,-73.87794291182277,40.75270796162329
4027900,4027900,-73.8802163222445,40.751663360115764
4028000,4028000,-73.77972559840244,40.688314243536745
4028100,4028100,-73.88259188873592,40.75222029967374
4028200,4028200,-73.77388445704466,40.68499045981427
4028300,4028300,-73.884865414914,40.75117442130096
4028500,4028500,-73.88711607477481,40.751466182053626
4028700,4028700,-73.8894349495484,40.750966693703404
4028900,4028900,-73.89190158620477,40.75127698574075
4030903,4030903,-73.89006492459539,40.757948560626815
4032700,4032700,-73.88541773538425,40.75843661902568
4032900,4032900,-73.88273280157365,40.76443545405559
4033700,4033700,-73.88262796680678,40.758730750942426
4033900,4033900,-73.87983827685248,40.75902376176007
4034700,4034700,-73.8785680631169,40.76680804267646
4035100,4035100,-73.87704633896261,40.7590993174123
4035300,4035300,-73.87412558088565,40.75961392260273
4036100,4036100,-73.87241650851809,40.76128323115442
4036300,4036300,-73.8694157690981,40.7596793305877
4036500,4036500,-73.86560506059907,40.7595232621983
4036700,4036700,-73.86794191604608,40.76322050699184
4037100,4037100,-73.86370949927915,40.76414053700722
4037500,4037500,-73.87000105216698,40.751348087858226
4037700,4037700,-73.86871361281196,40.75566145356323
4037900,4037900,-73.86408413708664,40.755473521792815
4038400,4038400,-73.74763446569119,40.69334436934124
4039400,4039400,-73.7587796256649,40.68963938074932
4039800,4039800,-73.76480607710343,40.694563324956306
4039900,4039900,-73.8535815602791,40.75181936729581
4040000,4040000,-73.76486334897521,40.698147646408266
4040100,4040100,-73.85710524277198,40.75149038221706
4040200,4040200,-73.76876454351152,40.700033556967846
4040300,4040300,-73.86044379845112,40.75067093106331
4041100,4041100,-73.86541767611861,40.7437906180343
4041300,4041300,-73.86130797494066,40.744736317434295
4041500,4041500,-73.85661277085558,40.74662646043301
4043400,4043400,-73.77864262492014,40.69619978028143
4044301,4044301,-73.85945970918003,40.74073749882671
4044302,4044302,-73.86406190131947,40.73981240026537
4044602,4044602,-73.7998474343464,40.70818695673237
4044800,4044800,-73.8026314260263,40.71102296886105
4045700,4045700,-73.86983827833645,40.73772173473308
4045900,4045900,-73.87068052898985,40.73987730043761
4046100,4046100,-73.87126636162174,40.74172375460552
4046300,4046300,-73.87109902814453,40.744003131937184
4046500,4046500,-73.87029801759961,40.74696648576135
4046700,4046700,-73.87458984668142,40.745452021343475
4046900,4046900,-73.877184148063,40.745196646541395
4047900,4047900,-73.88362540594508,40.73541060574039
4048100,4048100,-73.88505206961443,40.74221897502464
4048300,4048300,-73.89269970972009,40.74170638839662
4048400,4048400,-73.7599362431677,40.715815372406595
4048900,4048900,-73.89221310854332,40.737218772573506
4049500,4049500,-73.89046339422079,40.7253516346217
4049600,4049600,-73.75311899254989,40.71695021329217
4049900,4049900,-73.88330779049056,40.731084805299965
4050201,4050201,-73.76490345644275,40.70880224212761
4050202,4050202,-73.75929235945816,40.71018926572867
4050400,4050400,-73.76435856249603,40.705119073751554
4050600,4050600,-73.75966934762776,40.70579280431883
4050800,4050800,-73.75542228498117,40.70698397918938
4051000,4051000,-73.75371564526101,40.70971195966806
4051200,4051200,-73.75011960672646,40.71041061031225
4051600,4051600,-73.74726168075398,40.70272399820982
4051700,4051700,-73.90027885063337,40.72457846073458
4051800,4051800,-73.7520096053406,40.7018383942301
4052000,4052000,-73.75468788557161,40.701139596334215
4052100,4052100,-73.90152860586603,40.720868079193885
4052200,4052200,-73.75736838852653,40.700444685909886
4052400,4052400,-73.76195963290981,40.70122775508688
4052500,4052500,-73.90663726050717,40.7189698991536
4052600,4052600,-73.75976067646367,40.69709668603495
4052800,4052800,-73.75873048439449,40.69403516699783
4053000,4053000,-73.75254039457027,40.69633822972852
4053200,4053200,-73.74909159590548,40.700101985993534
4053401,4053401,-73.74414877602119,40.699830924563926
4053601,4053601,-73.74587297591512,40.70671761381082
4054000,4054000,-73.74322581219091,40.712800301642545
4054200,4054200,-73.74648754096133,40.719077706104315
4054500,4054500,-73.91262114860514,40.705547990100655
4054700,4054700,-73.90971106024986,40.70362931943058
4054900,4054900,-73.9078123768885,40.70219149151005
4055100,4055100,-73.90391170968931,40.701595024232184
4055300,4055300,-73.90654913591547,40.69895030010502
4055500,4055500,-73.90327851507118,40.69722513426316
4055600,4055600,-73.74500323422137,40.725550734306765
4055800,4055800,-73.74170480534076,40.72253361971662
4056500,4056500,-73.89685804581248,40.694238329125746
4057700,4057700,-73.8907096795538,40.700392786042876
4057900,4057900,-73.8900653976168,40.703480900871014
4058100,4058100,-73.8937895025524,40.70397819175256
4058300,4058300,-73.89764393314621,40.701944801325666
4058500,4058500,-73.89942017097783,40.70437095609032
4058700,4058700,-73.90026752631222,40.70714049401144
4058900,4058900,-73.90503893708768,40.70624141516888
4059100,4059100,-73.90978067266458,40.708111903528376
4059300,4059300,-73.90265068227967,40.710203981993665
4059400,4059400,-73.73118434758545,40.698469148065776
4059600,4059600,-73.73705629559494,40.697137103182065
4059800,4059800,-73.74066728405136,40.69830159431204
4059900,4059900,-73.90213134393876,40.71724503680844
4060000,4060000,-73.73330304881398,40.69506298929434
4060600,4060600,-73.73533093227122,40.69174705275127
4060800,4060800,-73.74130867738053,40.69360320732655
4061301,4061301,-73.89322303382751,40.70897273802271
4061400,4061400,-73.72951459969931,40.68611962962289
4061800,4061800,-73.73641812829722,40.67689435097771
4062700,4062700,-73.88645392891124,40.703771550728426
4062900,4062900,-73.88290273933877,40.700934971523616
4063200,4063200,-73.74050866891264,40.67651630775574
4064101,4064101,-73.85167246331311,40.69911450677495
4065702,4065702,-73.88295204088676,40.71333891011028
4065703,4065703,-73.87529748670478,40.715118724388105
4065900,4065900,-73.88247637542992,40.71554558857951
4066000,4066000,-73.73336328114338,40.65857437080401
4066100,4066100,-73.88178856024905,40.717512321986554
4066300,4066300,-73.87737974162387,40.72111496355681
4066701,4066701,-73.89137913894253,40.721779301086556
4067100,4067100,-73.87810250899055,40.724475073372474
4067700,4067700,-73.87243052441535,40.719110613358794
4067900,4067900,-73.87018320543794,40.72411500776309
4068700,4068700,-73.86922314597795,40.73023855863797
4069000,4069000,-73.7554023345475,40.66034354495589
4069300,4069300,-73.86328361490672,40.72880892999837
4069500,4069500,-73.86750933117202,40.72605670559422
4069701,4069701,-73.86022762595702,40.726795740550195
4069702,4069702,-73.86282540487484,40.72229185219464
4071100,4071100,-73.85229884421226,40.722012197515646
4071304,4071304,-73.8541305248242,40.728813773157675
4071306,4071306,-73.85609810697267,40.72606978401131
4071900,4071900,-73.85558284990874,40.73466705154878
4072100,4072100,-73.85375740924724,40.73120048458465
4072900,4072900,-73.85218145885997,40.712811924177444
4073100,4073100,-73.84636404037846,40.71096296905078
4073900,4073900,-73.84427234941397,40.723694822655645
4074100,4074100,-73.84704742707537,40.7282816451148
4074300,4074300,-73.84924944067112,40.7322979903572
4077903,4077903,-73.82158424049832,40.719232804551595
4077904,4077904,-73.81413052832794,40.72096851799987
4077906,4077906,-73.81873286392396,40.729404025190874
4079900,4079900,-73.82737572859686,40.74698861924013
4081800,4081800,-73.80907207508179,40.67050809887406
4085300,4085300,-73.82765177740559,40.7571513462564
4086100,4086100,-73.81787618056029,40.75681318575189
4087100,4087100,-73.83364186086311,40.75897832464655
4092200,4092200,-73.86079386404282,40.57284286800518
4092800,4092800,-73.8534340341101,40.57480782479682
4093401,4093401,-73.84670532146794,40.57781762020599
4099801,4099801,-73.7575989291579,40.598082289728694
4102900,4102900,-73.80737427618465,40.78390793152962
4103300,4103300,-73.80966037516669,40.77917918180117
4103900,4103900,-73.81907008017961,40.784074796749124
4105900,4105900,-73.80705742733913,40.77376578871521
4112300,4112300,-73.77124510641409,40.7662918601139
4113900,4113900,-73.79062527208848,40.764233503045986
4114700,4114700,-73.80195503320505,40.76825881485113
4115500,4115500,-73.81179141076471,40.76783839971978
4115700,4115700,-73.81516958081411,40.76757274117765
4116100,4116100,-73.82571266604722,40.766835036108866
4116700,4116700,-73.81244356788754,40.76217341875461
4117500,4117500,-73.79642786122889,40.76147142957548
4118100,4118100,-73.7873644679556,40.759497518202814
4118500,4118500,-73.8038225172274,40.759470268236235
4118700,4118700,-73.8128796822091,40.7596322468872
4118900,4118900,-73.81261366369036,40.75650559213997
4119100,4119100,-73.80651110140218,40.75666504633323
4119300,4119300,-73.7996214637936,40.75718610958467
4119500,4119500,-73.7994722761842,40.75486780009514
4119900,4119900,-73.80957734014551,40.753462016741494
4120100,4120100,-73.8140592904704,40.75321200041144
4120300,4120300,-73.81258086218979,40.7487998676487
4120500,4120500,-73.81710935583892,40.75127417412556
4120700,4120700,-73.80097357488411,40.75080008377504
4124100,4124100,-73.80241946248356,40.72680129672977
4124700,4124700,-73.79625094445613,40.72808277179656
4126500,4126500,-73.80370519052475,40.720495062502614
4129104,4129104,-73.75009300925157,40.7380891022767
4133900,4133900,-73.79003852189277,40.72863936281761
4140901,4140901,-73.77491697196497,40.74649331056805
4140902,4140902,-73.78214798858015,40.74488487225218
4145102,4145102,-73.77809558532972,40.75324687240973
4145900,4145900,-73.7919491176133,40.75420916657319
4152902,4152902,-73.7240621991923,40.75940079878959
4157102,4157102,-73.72508014251642,40.73498561508419
4157901,4157901,-73.70458217493145,40.74472108483023
4157902,4157902,-73.71199841287076,40.74158004246588
4157903,4157903,-73.70757719415302,40.73380628968717
4001800,4001800,-73.85200980568719,40.69027921841511
4002000,4002000,-73.84953609630027,40.69140646359062
4020400,4020400,-73.80341230866564,40.695172484042104
2002702,2002702,-73.91377378646166,40.8064481774741
4003000,4003000,-73.84728118672784,40.69167419610962
4003200,4003200,-73.84677605734177,40.6873499381615
2032300,2032300,-73.90756903197774,40.905337602845414
4112900,4112900,-73.77676752655852,40.76541285245127
4026700,4026700,-73.88804130054487,40.74532922322512
2034500,2034500,-73.8986898547424,40.904043908178764
2036901,2036901,-73.89188234780065,40.84437725736993
2036902,2036902,-73.89289111370098,40.84257175197761
3073000,3073000,-73.92984559250216,40.62620158096698
3073200,3073200,-73.93360645673843,40.627932425809796
2038900,2038900,-73.88498253319854,40.85642112938228
4047000,4047000,-73.77729827249644,40.71129376675171
2023301,2023301,-73.90874864230986,40.8495580060949
2023501,2023501,-73.90455713950769,40.85216407982496
2016500,2016500,-73.90029438023802,40.84306494805124
2040302,2040302,-73.89219902870074,40.8678472639694
2026702,2026702,-73.90011688770035,40.87228779298986
2040900,2040900,-73.89314797464229,40.87679195223959
4048000,4048000,-73.77300098065346,40.71288344371475
4050000,4050000,-73.76361677447113,40.71194614735949
2006400,2006400,-73.87223245199098,40.83300322696972
2023302,2023302,-73.90474051920927,40.84818832911339
2023502,2023502,-73.90347662858561,40.85128117615688
4018800,4018800,-73.79978830068036,40.68164252311536
4019200,4019200,-73.8005862820487,40.68383438517464
4017400,4017400,-73.8104959673581,40.68059492626875
4017600,4017600,-73.80965206421267,40.678841932463804
4143500,4143500,-73.77023888208775,40.7529247628165
4121100,4121100,-73.80474791827496,40.74534279366612
4013800,4013800,-73.82516104353583,40.70657936970005
4028400,4028400,-73.77785588349496,40.682506811983146
4035800,4035800,-73.75097836193935,40.675790198947766
4058000,4058000,-73.73071999523947,40.70725051917939
4055700,4055700,-73.89831108372076,40.698689464509144
4056700,4056700,-73.89215314203022,40.696887432084154
4071303,4071303,-73.84962895083906,40.72582553690338
4071305,4071305,-73.8514882757867,40.72415300737369
4077902,4077902,-73.82484311825215,40.72527884998239
4077907,4077907,-73.81845841611559,40.72497458079346
4017000,4017000,-73.81191365238693,40.68434040411854
4019400,4019400,-73.80341073270593,40.685936779893844
3002200,3002200,-74.02171590045633,40.6434267842601
2011900,2011900,-73.88956851837098,40.82327981738386
3097400,3097400,-73.89976941148902,40.64697942356209
3109800,3109800,-73.90164498937564,40.65266286017083
3044500,3044500,-73.91967147934014,40.70503605427439
3044700,3044700,-73.92261834738237,40.70669090141799
4061602,4061602,-73.72924487850952,40.677549481953704
1023502,1023502,-73.93892493107083,40.827898761213284
3006600,3006600,-74.02750098237803,40.63213218337897
3013400,3013400,-74.02027493890438,40.62952350548425
1019702,1019702,-73.95798715513155,40.8021910592793
1004000,1004000,-73.98601817191174,40.73073754722413
3007000,3007000,-74.02428264011648,40.63820031027858
3007200,3007200,-74.02041315388006,40.64024284482068
3003800,3003800,-74.03574419999023,40.634421342082554
3005000,3005000,-74.0375646483639,40.62413432233573
2051600,2051600,-73.78198714613393,40.849085943137354
3062000,3062000,-73.94631826153521,40.57891633472688
3039000,3039000,-73.96442689651926,40.592969152525136
2032800,2032800,-73.86313020212387,40.86173643029949
2034000,2034000,-73.86292338603265,40.86844060313206
3039200,3039200,-73.96303902958599,40.5958504239586
3058400,3058400,-73.95867236990225,40.594075291499834
3078800,3078800,-73.94884405084102,40.63747308921829
3004900,3004900,-73.99843651025755,40.68799865238612
3006300,3006300,-74.00130045026302,40.68198390465183
3009400,3009400,-74.00137828860818,40.64335623821311
3009600,3009600,-74.00578482141435,40.64601514876241
3008200,3008200,-74.00771044865901,40.65082192891405
3008600,3008600,-74.00374400272473,40.647976720905866
3117602,3117602,-73.87444762699383,40.68623462896538
3117800,3117800,-73.87428666320275,40.68165217100358
4032800,4032800,-73.75569407741504,40.67183918219019
1020500,1020500,-73.96512282812965,40.810249547662494
3034900,3034900,-73.92977806631687,40.66827733413429
3055100,3055100,-73.96444410956406,40.71394454576266
2041800,2041800,-73.85848896467759,40.89712500863269
3035100,3035100,-73.93254749441792,40.66842984432375
3035300,3035300,-73.93531419106844,40.66857918392537
3007700,3007700,-73.99520869663344,40.67702759135425
3019900,3019900,-73.96692076862648,40.684028750295354
3114202,3114202,-73.89122194720784,40.68247865587339
3064200,3064200,-73.94639411299916,40.61219765168065
3064400,3064400,-73.9424795254827,40.6137966438085
4005500,4005500,-73.92778876425287,40.75379464276784
4042400,4042400,-73.77226448408732,40.69538387130534
4043200,4043200,-73.77582003630714,40.691347325708044
3000502,3000502,-73.9928690796096,40.695134975348005
3077600,3077600,-73.94113610905274,40.63092551577993
1010100,1010100,-73.9915367782733,40.74973084360665
1010900,1010900,-73.98970307597725,40.752250671446006
1011900,1011900,-73.98602477318671,40.75731518513755
1012500,1012500,-73.98417553062,40.759840640513396
1013500,1013500,-73.99329267925891,40.768788953147045
1016900,1016900,-73.97311965652227,40.78519566362728
1017300,1017300,-73.97123599162097,40.78777021932863
1017500,1017500,-73.97752074819293,40.79040808375794
1022500,1022500,-73.95434653768399,40.82389451346697
1020300,1020300,-73.96156073576391,40.80866887340225
1023100,1023100,-73.94409943300084,40.82582826623974
1024500,1024500,-73.94209782917112,40.83662650300423
1025100,1025100,-73.93992273769827,40.84032597772439
1027100,1027100,-73.93429420002762,40.85194387382056
1029100,1029100,-73.92393402648486,40.86431089853907
1029300,1029300,-73.92011962789711,40.865925727137636
1002601,1002601,-73.97993032620042,40.72258504880632
1002602,1002602,-73.97861567474126,40.72439034640498
3001100,3001100,-73.98770981630116,40.6932917540142
3020000,3020000,-74.00881985182212,40.620689065441255
3020200,3020200,-74.01102149530027,40.622019981149386
3016000,3016000,-74.0268670792602,40.61898277529698
3016800,3016800,-74.01578179688101,40.60425633853749
1006400,1006400,-73.9814482051493,40.736938847672185
1010800,1010800,-73.96543812841547,40.75895682271413
2013800,2013800,-73.81011832920784,40.821561221457095
2015800,2015800,-73.81861620608171,40.824858115934276
3036001,3036001,-73.96555290360496,40.57578607176197
2037900,2037900,-73.8987820549288,40.85156816655663
2038100,2038100,-73.90115424648472,40.85201518252217
1003001,1003001,-73.98685118993023,40.72101439129279
1003002,1003002,-73.98585593431594,40.722960150847946
1005900,1005900,-73.99456142728037,40.731289476568975
3089200,3089200,-73.92192192657686,40.66328077520847
3078000,3078000,-73.93914917803173,40.63449828239577
1005600,1005600,-73.98729696724212,40.74179153069171
3005400,3005400,-74.03588023404933,40.61710311046762
2002500,2002500,-73.92087622541226,40.807001802748346
2015200,2015200,-73.82492611495377,40.82633859235898
2044200,2044200,-73.8462074604649,40.903883236808205
4065000,4065000,-73.74482369455205,40.669459192955784
3061004,3061004,-73.95572624157234,40.57985258710294
3060800,3060800,-73.95011883976652,40.58426194218848
3058200,3058200,-73.95926167913424,40.598539463513575
3055400,3055400,-73.96007165736198,40.60787052820248
3055600,3055600,-73.95940576831617,40.60316107231638
3049200,3049200,-73.9702047696517,40.64090755228634
3152200,3152200,-73.9671849579281,40.64397190780893
3021700,3021700,-73.95901732386858,40.672773952445326
3083400,3083400,-73.93847493524842,40.64154935535789
3085400,3085400,-73.942549393543,40.64467251743647
4078800,4078800,-73.79036522475819,40.670329902341344
4091800,4091800,-73.87258212589552,40.56786973477288
2022403,2022403,-73.86542150505423,40.85647758479884
1001600,1001600,-73.99326733095796,40.715956620394586
3046201,3046201,-73.97351597946151,40.627622938025816
3046202,3046202,-73.97422977524249,40.62457803856271
2044400,2044400,-73.84373880312852,40.89949963991137
2044800,2044800,-73.84130104576839,40.89547533778387
2034200,2034200,-73.86002623781519,40.86841656196606
2034400,2034400,-73.85713227703081,40.86836421904662
3051200,3051200,-73.9633639711079,40.64655396002293
3025901,3025901,-73.94622371122729,40.694967464955376
3025902,3025902,-73.94515405677919,40.696966615629265
3094401,3094401,-73.92299079227075,40.63869872331165
4056600,4056600,-73.73839349952509,40.71973566721038
1027900,1027900,-73.93162693753871,40.85585763874006
3009000,3009000,-73.99730235846363,40.64728538989761
3066200,3066200,-73.92437282461951,40.609302980810696
1004200,1004200,-73.9893862226291,40.73176374673321
1006100,1006100,-73.99232963611789,40.733707606246995
1013900,1013900,-73.98617021008339,40.767292184274304
2016700,2016700,-73.90216964587177,40.84048204836728
2022902,2022902,-73.90719160381009,40.84379822068141
4094202,4094202,-73.80918753076438,40.59018572014531
5005000,5005000,-74.08597745478289,40.60419548976463
5012100,5012100,-74.10963561952462,40.62587855866566
5007700,5007700,-74.0902734553777,40.63786308139859
5001100,5001100,-74.08267615644411,40.638775491632984
3016700,3016700,-73.97877534666425,40.66429696168463
2022404,2022404,-73.86630031007552,40.85274292695123
3069800,3069800,-73.91573089069959,40.61291366451103
4094700,4094700,-73.84137151026012,40.785577133109676
4076902,4076902,-73.83407076053085,40.71505673137919
3098200,3098200,-73.89437163603161,40.65099764785539
3105804,3105804,-73.88359764161704,40.64646364189606
3003000,3003000,-74.02898901535603,40.638859642583746
4140300,4140300,-73.76962852920987,40.74813621587176
4032000,4032000,-73.76503125435637,40.66137224540832
4061302,4061302,-73.88341767498679,40.70932416274107
4062300,4062300,-73.87818597522812,40.7043854953996
4062500,4062500,-73.88239854736058,40.704129097755086
4080900,4080900,-73.82232590911565,40.733872399343355
4074500,4074500,-73.85080919503581,40.73604588138921
4037300,4037300,-73.85997794791339,40.75971590663227
4101700,4101700,-73.79825222964512,40.77979156599982
4114100,4114100,-73.7966880204483,40.76909312029109
4022002,4022002,-73.81447536799512,40.71316079867976
4045000,4045000,-73.80476076458308,40.71414955242853
4077905,4077905,-73.81288549564488,40.717314950964216
4126700,4126700,-73.79784584900294,40.720245584423814
4121500,4121500,-73.80592262135771,40.74033386089052
4122300,4122300,-73.79945566106356,40.7349385267082
4134100,4134100,-73.79118426890354,40.73525811780378
4141700,4141700,-73.79171846576979,40.74478124101181
4047100,4047100,-73.87657010396399,40.74097852313615
4048500,4048500,-73.88460724497607,40.73969605497419
3036002,3036002,-73.96123872078557,40.57636490126052
3061002,3061002,-73.95636800474347,40.5759743718244
3085200,3085200,-73.93824232476932,40.64699985409021
3085800,3085800,-73.93901902267037,40.650195584535126
3119000,3119000,-73.8716371443909,40.67906303467095
3119600,3119600,-73.8731622500256,40.67588951444444
3050900,3050900,-73.95056418499375,40.70327744411491
3056100,3056100,-73.95625321044673,40.72653110433004
2036501,2036501,-73.88578976423615,40.84540128129452
2022401,2022401,-73.86850222395401,40.8550319872473
2033201,2033201,-73.86923460070132,40.85947860727095
4015200,4015200,-73.81373529146103,40.69378736558229
4020600,4020600,-73.80929653205932,40.694381599463654
4047200,4047200,-73.77891736159329,40.71758467833291
4047600,4047600,-73.77122355558065,40.72244918586123
3072600,3072600,-73.93387609481597,40.63241366073397
3093200,3093200,-73.92950843109085,40.63756866378825
4059000,4059000,-73.73698571822725,40.701257696137404
2007200,2007200,-73.86069885150509,40.83104963088085
2004200,2004200,-73.862024859741,40.823924135208166
4004700,4004700,-73.93315814494798,40.760287919327126
3090800,3090800,-73.90477135933943,40.67132700590267
3114400,3114400,-73.89854741313557,40.672802917499354
2037100,2037100,-73.88738098658455,40.847222868982115
2039300,2039300,-73.88312989200465,40.85252804101888
5011402,5011402,-74.10495096598704,40.581194852934345
1023000,1023000,-73.94138951133083,40.818472248880106
3111800,3111800,-73.87601927614074,40.66875382246543
4091900,4091900,-73.84560702498699,40.77730399968464
4092500,4092500,-73.84476812354119,40.782481705693826
1001502,1001502,-74.00495290348357,40.70703703755776
3062200,3062200,-73.93523581871405,40.58473844698225
3076600,3076600,-73.95683933229628,40.63318734079341
3077200,3077200,-73.95317724700291,40.63161210082056
5001700,5001700,-74.08123073714242,40.634410407533714
1012000,1012000,-73.96476633486162,40.76692610072956
1012800,1012800,-73.96151777183286,40.77138085055924
3047700,3047700,-73.94213442874623,40.71821796448338
3049700,3049700,-73.94459557289292,40.71621837326784
4055900,4055900,-73.90171130939909,40.69434115919185
3040300,3040300,-73.90828471672239,40.68451755406326
3040700,3040700,-73.90123014129803,40.68428264365753
3052700,3052700,-73.95369507461842,40.70840053081261
3052900,3052900,-73.95450559559396,40.70587127802007
1002500,1002500,-73.9986023984438,40.710087585301515
3051300,3051300,-73.95216560611424,40.71179080186274
4094201,4094201,-73.82020504726657,40.58476393506272
4094203,4094203,-73.80911937126183,40.5858577903709
4045600,4045600,-73.79397630058074,40.71657686397692
2021100,2021100,-73.92350368601623,40.840465630971316
4050500,4050500,-73.87470072506648,40.729052212683584
4050700,4050700,-73.88157341272677,40.726989841028626
2021301,2021301,-73.9197554547378,40.8455857938655
2021700,2021700,-73.91321924194456,40.84826178834354
2022800,2022800,-73.86353399525827,40.853492211380576
2023000,2023000,-73.86601832003053,40.84928888902246
2027700,2027700,-73.90138210012175,40.878398649707414
2027300,2027300,-73.90316574552551,40.873857981932915
2042000,2042000,-73.85985232561231,40.89302055090963
2040800,2040800,-73.86169052905875,40.88974302081034
2037600,2037600,-73.86921783066147,40.87457508070187
2021302,2021302,-73.9204058523509,40.843077285119975
1031900,1031900,-74.0155768462698,40.702959040065316
3025500,3025500,-73.9512860069523,40.69739213550898
3025700,3025700,-73.94734503159944,40.69821797359117
4003700,4003700,-73.94358930451125,40.76217348769531
3002901,3002901,-73.97810147214109,40.694975791430664
4157101,4157101,-73.71963406894143,40.738543860623146
2007600,2007600,-73.86766205430274,40.833379417601506
2026701,2026701,-73.9012265590969,40.869351226166565
1004800,1004800,-73.98369505199358,40.73384089591876
5027706,5027706,-74.1618956228828,40.590939506155614
4063301,4063301,-73.87457319177912,40.70448361571094
4063302,4063302,-73.87141132045379,40.7053930301053
2024400,2024400,-73.85750852419238,40.846220129828055
2037800,2037800,-73.86666230198033,40.879824377331516
4085500,4085500,-73.82363371234545,40.75964178355696
4086300,4086300,-73.81994159109891,40.76126958112574
4086500,4086500,-73.82515145656667,40.76267129843095
4116300,4116300,-73.81920882205581,40.76381762729148
4104700,4104700,-73.82037096958463,40.774815838740366
4115900,4115900,-73.82075528099449,40.76863971934214
2036300,2036300,-73.88275872922182,40.84454081519057
5017300,5017300,-74.11828197612928,40.60528000965173
2022500,2022500,-73.9109746699122,40.840084298057356
2022703,2022703,-73.9104839011123,40.843994631120985
2020900,2020900,-73.91503000179195,40.843069798115806
2022702,2022702,-73.91331602692229,40.84451750069617
2019900,2019900,-73.92545074167735,40.83674313604981
5017009,5017009,-74.18982676143919,40.54320458965073
1016002,1016002,-73.95368670739319,40.78787912568697
4035700,4035700,-73.87128921678195,40.76796669584232
1015002,1015002,-73.95764721240533,40.78244889782095
1015001,1015001,-73.95928355392705,40.78019611320877
3055700,3055700,-73.959404351737,40.722129476751874
2009800,2009800,-73.8495227556612,40.825443478614815
2013300,2013300,-73.90348513618152,40.822822824596564
4009600,4009600,-73.83226845147564,40.68091407605115
4004500,4004500,-73.93376060649673,40.764530158751796
4005300,4005300,-73.92927127626824,40.76034462574026
3113200,3113200,-73.89889231808986,40.66129413750264
3048000,3048000,-73.97449960308822,40.63029275180989
3048200,3048200,-73.96953672287384,40.63320238737501
3048400,3048400,-73.97362709980432,40.634286146578724
5024800,5024800,-74.24245715919392,40.51543336314225
3117400,3117400,-73.87978403857565,40.68285485249119
3117601,3117601,-73.87687951684983,40.68477994024571
2021001,2021001,-73.85828900375571,40.84080164443867
2023800,2023800,-73.86109168622804,40.84370875471288
2022200,2022200,-73.85521322787687,40.835677827310775
3051002,3051002,-73.96036780131034,40.648751305314676
