BoroCT2010,boro,center_x,center_y
3096800,3096800,-73.90387688842488,40.644142009332086
3097000,3097000,-73.90735297625481,40.64726000081568
3098400,3098400,-73.89179025279243,40.646577575234836
3098600,3098600,-73.89431972788763,40.644935945398196
3098800,3098800,-73.89731492881327,40.6430019862746
3099000,3099000,-73.8985621480966,40.639370438254204
3099200,3099200,-73.90128445577201,40.63740344067878
3099400,3099400,-73.90439906736258,40.635759591235576
3099600,3099600,-73.90778800012957,40.633443547397775
3100400,3100400,-73.9038000416204,40.63064949837682
3100600,3100600,-73.90088957111963,40.63225308136445
3100800,3100800,-73.89806660236854,40.63413301592054
3101000,3101000,-73.89497197193171,40.636028031944505
3101200,3101200,-73.89366788457426,40.63972648335308
3101400,3101400,-73.8906733228698,40.64166244877091
3101600,3101600,-73.88814097619043,40.6433028508544
3101800,3101800,-73.88563249473869,40.64229253180735
3102000,3102000,-73.88701747083559,40.638377659425856
3102400,3102400,-73.8932760466436,40.63292841621981
3102600,3102600,-73.89847983079427,40.62960807298016
3111000,3111000,-73.88134575954757,40.66054450140761
3112000,3112000,-73.88051976562978,40.66662734408182
3112200,3112200,-73.88592239470358,40.6637278506258
3112400,3112400,-73.88715350256874,40.66600385836759
3112600,3112600,-73.89311170075847,40.664898639187044
3112800,3112800,-73.89210886544275,40.66174111427091
3113000,3113000,-73.89647106262058,40.66217249269888
3113400,3113400,-73.89960812217593,40.66777929850843
3114600,3114600,-73.8923418325023,40.67920659943851
3115000,3115000,-73.88652250261875,40.67392242508244
3115200,3115200,-73.89092997910623,40.6732692813767
3115600,3115600,-73.89589489623042,40.6683263493516
3115800,3115800,-73.89216261540928,40.668880884098535
3116000,3116000,-73.88853049686367,40.66941968383683
3116200,3116200,-73.88503498021191,40.66993802485783
3116400,3116400,-73.88118248375822,40.67050966511716
3116600,3116600,-73.88220527675138,40.674562555004975
3116800,3116800,-73.88251906078307,40.67898897604223
3117000,3117000,-73.8861836554446,40.677600132338085
3117201,3117201,-73.88751490574086,40.68081157614481
3117202,3117202,-73.88376467456241,40.682736675891036
3119200,3119200,-73.8781584852601,40.67711002098313
3119400,3119400,-73.87706531674176,40.67255427169325
2001600,2001600,-73.85807620405193,40.818847744509206
2002701,2002701,-73.91635819089676,40.80507700884558
2003300,2003300,-73.91193933877837,40.80823918861343
2003500,2003500,-73.90867294640891,40.810965978925175
2003700,2003700,-73.91217410509415,40.811456793874726
2003800,2003800,-73.8633435370815,40.82029440735476
2004001,2004001,-73.85833530545041,40.82827202596609
2004400,2004400,-73.86647027240033,40.82650785683381
2004800,2004800,-73.87435554862701,40.827010943164446
2005002,2005002,-73.87843468008674,40.82736309302993
2006800,2006800,-73.87052643350789,40.82895783040939
2007000,2007000,-73.86562184144934,40.82981783177526
2008900,2008900,-73.89392053181524,40.81855532844665
2012101,2012101,-73.88887831985252,40.82827604910098
2012102,2012102,-73.88790693531205,40.82600338002865
2012500,2012500,-73.89352529176158,40.828634793595725
2012701,2012701,-73.8923281240393,40.82563275644663
2012901,2012901,-73.89873342453913,40.822630044757275
2013000,2013000,-73.81474879673567,40.81930552985856
2013100,2013100,-73.89789525256998,40.825952498524046
2013500,2013500,-73.90209250088486,40.827127334523155
2014300,2014300,-73.91212832471814,40.82774814946892
2015100,2015100,-73.89847333768132,40.831089786611216
2015900,2015900,-73.893556683814,40.82237004266797
2016200,2016200,-73.82175931686747,40.8288502754039
2016300,2016300,-73.89498615755305,40.83854942249506
2016600,2016600,-73.83018457457395,40.82952452965162
2017500,2017500,-73.91365108934767,40.830822697128184
2017701,2017701,-73.91117745158992,40.83319579860548
2017901,2017901,-73.91518540529486,40.834835518343574
2017902,2017902,-73.91349935721428,40.83700469561109
2018101,2018101,-73.91611111157347,40.83160741211759
2018102,2018102,-73.91814089724569,40.8322670562611
2020200,2020200,-73.8475792533044,40.83849111227281
2020400,2020400,-73.85086032008567,40.84086411706801
2020601,2020601,-73.85053780239306,40.8366407559794
2021601,2021601,-73.86482125262052,40.83754045002014
2022102,2022102,-73.91609720541095,40.837655840496254
2022300,2022300,-73.91508372697373,40.840521025140006
2023200,2023200,-73.86331603750381,40.84697458790069
2023600,2023600,-73.86725649450307,40.84509104966294
2023703,2023703,-73.89959223531547,40.86002586896271
2023704,2023704,-73.90190511514746,40.85626445791
2023900,2023900,-73.90287783404565,40.858901187645245
2024100,2024100,-73.90618573453776,40.85314822499397
2024300,2024300,-73.91153819898692,40.85242465185663
2024502,2024502,-73.91356158509264,40.85510714599645
2024600,2024600,-73.86115634677452,40.85160569940483
2024900,2024900,-73.91310440579954,40.85744306188345
2025000,2025000,-73.85570028809511,40.851706487546814
2025200,2025200,-73.85496784845306,40.84713877034651
2025400,2025400,-73.85247730330332,40.84849845127351
2028600,2028600,-73.84780726935915,40.84915409299598
2028700,2028700,-73.90465792806172,40.88271420291412
2028800,2028800,-73.85146958024171,40.85428968983001
2030100,2030100,-73.91793437287873,40.88324416221815
2031200,2031200,-73.84244917082952,40.86205979613877
2031400,2031400,-73.84553350282688,40.86153813374662
2031600,2031600,-73.84872455079083,40.86197108524458
2031800,2031800,-73.85156788702967,40.86195474951957
2032400,2032400,-73.85970437259228,40.86134761131649
2032600,2032600,-73.85547284377876,40.862183822353785
2033000,2033000,-73.86602499065526,40.86165812471301
2033800,2033800,-73.86581672660192,40.8684378760666
2036000,2036000,-73.84310583556352,40.86684067517887
2036400,2036400,-73.84921480762601,40.873617027759344
2036502,2036502,-73.88782389266021,40.842387723104956
2036700,2036700,-73.88930651632556,40.84075133780313
2036800,2036800,-73.85595357473036,40.87530748496253
2037000,2037000,-73.85902064615792,40.873089686475105
2037200,2037200,-73.86327805901448,40.873804322153084
2038700,2038700,-73.8892208287388,40.85800520255591
2039200,2039200,-73.86474053559624,40.88328734842167
2039400,2039400,-73.86339612622851,40.88647815431178
2039600,2039600,-73.85895560257737,40.88442345321358
2039800,2039800,-73.853469666314,40.88269714694708
2039902,2039902,-73.89475392350155,40.86043321342821
2040100,2040100,-73.89765717791202,40.86459997684071
2040303,2040303,-73.8934976021991,40.869690564931474
2040304,2040304,-73.89519055054883,40.86767023057564
2040400,2040400,-73.85134868947348,40.88616922348179
2040501,2040501,-73.89091356736533,40.86716307838606
2040502,2040502,-73.88898421945156,40.86587375608458
2040600,2040600,-73.85700531625885,40.887950965491754
2040701,2040701,-73.89025816633112,40.87158042912578
2040702,2040702,-73.88699832459847,40.86914113047499
2041500,2041500,-73.88354479536659,40.87011199758813
2042200,2042200,-73.85527281834636,40.89109936344063
2042300,2042300,-73.87731843175858,40.87706751137949
2042400,2042400,-73.84953600924342,40.88928008989013
2042800,2042800,-73.84570315300894,40.89450936342629
2042902,2042902,-73.87391835162452,40.87712283764652
2043000,2043000,-73.85065724729668,40.893460057914375
2043400,2043400,-73.85234228994264,40.898212918272414
2043600,2043600,-73.84976302160248,40.897295701457985
2045101,2045101,-73.86436906160505,40.89743482455896
2015300,2015300,-73.89412095718048,40.833466921693066
5008900,5008900,-74.10163792489878,40.64547826558211
4000200,4000200,-73.86612848210632,40.693291077165306
4000400,4000400,-73.86477200536751,40.68968297677519
4000600,4000600,-73.86372828595145,40.68590741631285
4000800,4000800,-73.85826037776577,40.6873481128583
4001000,4001000,-73.85928965193209,40.69075471364556
4001200,4001200,-73.86085307272383,40.69427413373684
4001400,4001400,-73.85527157317891,40.695065324059534
4001600,4001600,-73.85482879623996,40.68970422849087
4002200,4002200,-73.85058075968874,40.69598017667864
4002800,4002800,-73.84438832410495,40.692425715775386
4003100,4003100,-73.93390406865814,40.753175918919766
4003600,4003600,-73.85681725740716,40.683771379186695
4003800,4003800,-73.84749360856321,40.6847999446071
4003900,4003900,-73.94093041161824,40.76280233829759
4004001,4004001,-73.84587444609991,40.68324804284922
4004200,4004200,-73.85796403402637,40.681814517774946
4004401,4004401,-73.85935622094776,40.677184211705296
4005000,4005000,-73.85488191174326,40.6776737858122
4005100,4005100,-73.93213792790003,40.75563967557263
4005200,4005200,-73.8546642853392,40.68075953406427
4005400,4005400,-73.84876892314767,40.67875806012
4006502,4006502,-73.9151194350986,40.76679521024084
4007300,4007300,-73.92537041319294,40.76699508256539
4007900,4007900,-73.92994522026702,40.76909971397295
4009100,4009100,-73.92967679037535,40.77585750821064
4009400,4009400,-73.83651122810409,40.68141055729367
