BoroCT2010,count
3036502,1049
3036600,434
3036700,2471
3036900,2113
3037000,349
3037100,1337
3037300,1927
3037401,689
3037402,475
3037500,2335
3037700,1228
3037900,2282
3038100,1137
3038200,1408
3038300,1007
3038500,1392
3038600,551
3038700,1736
3038800,394
3038900,931
3039000,264
3039100,467
3039200,240
3039300,1168
3039400,208
3039500,1147
3039600,290
3039700,1241
3039800,298
3039900,625
3040000,423
3040100,1185
3040200,792
3040300,1119
3040400,219
3040500,760
3040600,329
3040800,287
3040900,819
3041000,301
3041100,699
3041200,460
3041300,850
3041401,230
3041402,191
3041500,915
3041600,248
3041700,601
3041800,369
3041900,980
3042000,297
3042100,795
3042200,400
3042300,795
3042400,387
3042500,835
3042600,579
3042700,985
3042800,400
3042900,1363
3043000,574
3043100,1553
3043200,594
3043300,1146
3043400,332
3043500,835
3043600,384
3043700,985
3043800,348
3043900,1324
3044000,267
3044100,1293
3044200,305
3044300,831
3044400,218
3044500,828
3044600,341
3044700,833
3044800,203
3044900,217
3045000,104
3045200,273
3045300,777
3045400,357
3045600,323
3045800,198
3046000,519
3046201,297
3046202,236
3046400,403
3046800,229
3047000,175
3047200,175
3047400,131
3047600,253
3047700,1032
3047800,577
3048000,540
3048100,1250
3048200,530
3048400,544
3048500,981
3048600,363
3048800,376
3048900,2333
3049000,591
3049100,1984
3049200,612
3049300,1793
3049400,632
3049500,1250
3049600,825
3049700,509
3049800,192
3049900,490
3050000,435
3050100,623
3050202,344
3050300,684
3050400,759
3050500,1195
3050600,586
3050700,542
3050801,1622
3050803,1424
3050804,1336
3050900,745
3051001,2329
3051002,1485
3051100,1161
3051200,1007
3051300,989
3051400,843
3051500,421
3051601,951
3051602,1043
3051700,729
3051800,524
3051900,888
3052000,619
3052300,1694
3052500,1180
3052600,457
3052700,1100
3052800,282
3052900,448
3053000,279
3053100,302
3053200,496
3053300,256
3053400,587
3053500,365
3053700,311
3053800,548
3053900,215
3054200,635
3054300,25
3054400,257
3054500,692
3054600,490
3054700,684
3054800,296
3054900,601
3055000,410
3055100,782
3055200,889
3055300,1280
3055400,1021
3055500,668
3055600,258
3055700,496
3055800,331
3056000,282
3056100,640
3056200,156
3056300,660
3056400,271
3056500,506
3056600,335
3056800,253
3056900,664
3057000,526
3057100,421
3057200,1410
3057300,554
3057400,276
3057500,858
3057600,315
3057800,540
3057900,127
3058000,453
3058200,533
3058400,418
3058600,311
3058800,457
3058900,211
3059000,334
3059100,575
3059200,648
3059300,480
3059401,416
3059402,773
3059600,810
3059800,367
3060000,736
3060600,847
3060800,890
3061002,336
3061003,876
3061004,874
3061200,218
3061600,299
3062000,238
3062200,935
3062600,367
3062800,673
3063200,540
3063600,209
3063800,153
3064000,173
3064200,342
3064400,283
3064600,225
3064800,269
3065000,367
3065200,334
3065400,143
3065600,147
3065800,253
3066000,208
3066200,692
3066600,265
3067000,2210
3067200,341
3067400,281
3067600,482
3067800,498
3068000,391
3068200,373
3068600,327
3068800,383
3069000,344
3069200,638
3069601,572
3069602,522
3069800,366
3070000,467
3070201,435
3070202,62
3070600,151
3072000,717
3072200,455
3072400,514
3072600,382
3072800,719
3073000,318
3073200,349
3073400,299
3073600,590
3073800,599
3074000,800
3074200,773
3074400,175
3074600,277
3074800,357
3075000,273
3075200,182
3075400,156
3075600,330
3075800,208
3076000,370
3076200,572
3076400,382
3076600,337
3076800,520
3077000,682
3077200,537
3077400,1657
3077600,337
3078000,427
3078200,495
3078400,362
3078600,1228
3078800,856
3079000,1070
3079200,1273
3079400,1046
3079601,1346
3079602,1314
3079801,698
3079802,1281
3080000,926
3080200,1257
3080400,1462
3080600,791
3080800,757
3081000,725
3081400,491
3081600,1344
3081800,1036
3082000,1653
3082200,867
3082400,1560
3082600,1370
3082800,1261
3083000,1552
3083200,301
3083400,358
3083600,388
3083800,373
3084000,308
3084600,484
3084800,458
3085000,186
3085200,34
3085400,345
3085600,998
3085800,648
3086000,767
3086200,996
3086400,659
3086600,640
3086800,734
3087000,445
3087200,499
3087401,1275
3087600,600
3087800,678
3088000,855
3088200,1208
3088400,1222
3088600,1538
3088800,698
3089000,1376
3089200,2110
3089400,1642
3089600,1254
3089800,1277
3090000,1892
3090200,2018
3090600,2507
3090800,2416
3091000,2193
3091200,4226
3091600,2022
3091800,1029
3092000,1592
3092200,1027
3092400,1641
3092800,885
3093000,401
3093200,308
3093400,278
3093600,354
3093800,466
3094401,552
3094402,1023
3094600,518
3095000,743
3095400,725
3095600,1317
3095800,532
3096000,278
3096200,412
3096400,660
3096600,502
3096800,1039
3097000,690
3097400,859
3098200,1884
3098400,580
3098600,593
3098800,615
3099000,360
3099200,326
3099400,416
3099600,483
3099800,285
3100400,546
3100600,408
3100800,408
3101000,333
3101200,512
3101400,314
3101600,129
3101800,203
3102000,325
3102200,1223
3102400,578
3102600,518
3102800,137
3103400,933
3105801,1141
3105804,892
3107000,1628
3107800,490
3109800,352
3110400,1829
3110600,2500
3111000,1654
3111600,550
3111800,1334
3112000,1372
3112200,1537
3112400,1187
3112600,1747
3112800,2048
3113000,1487
3113200,1095
3113400,1556
3114201,536
3114202,753
3114400,1581
3114600,970
3115000,1057
3115200,2006
3115600,2446
3115800,1217
3116000,804
3116200,804
3116400,885
3116600,1342
3116800,908
3117000,892
3117201,752
3117202,992
3117400,1149
3117601,636
3117602,568
3117800,576
3118000,266
3118201,579
3118202,931
3118400,1196
3118600,763
3118800,1224
3119000,1197
3119200,1241
3119400,1589
3119600,1708
3119800,972
3120000,1010
3120200,657
3120800,1561
3121000,2542
3121400,2108
3122000,714
3123700,528
3150200,238
3152200,367
4000100,808
4000200,505
4000400,545
4000600,738
4000700,1082
4000800,285
4001000,646
4001200,405
4001400,606
4001600,488
4001800,635
4001900,1313
4002000,148
4002200,495
4002400,438
4002500,2613
4002600,321
4002800,304
4003000,190
4003100,725
4003200,370
4003300,1144
4003400,445
4003600,390
4003700,111
4003800,445
4003900,324
4004001,439
4004002,950
4004200,663
4004300,921
4004401,498
4004500,574
4004700,913
4005000,261
4005100,602
4005200,496
4005300,596
4005400,727
4005500,514
4005700,508
4005800,730
4005900,663
4006100,497
4006201,790
4006202,1163
4006300,742
4006501,431
4006502,714
4006900,335
4007100,548
4007300,502
4007500,545
4007700,628
4007900,378
4008100,419
4008300,604
4008500,346
4008600,580
4008700,1255
4008800,690
4009100,379
4009400,925
4009500,292
4009600,498
4009700,214
4009800,682
4009900,104
4010000,766
4010100,219
4010200,966
4010300,483
4010400,303
4010500,457
4010600,1106
4010800,603
4011000,521
4011100,357
4011200,439
4011300,662
4011400,485
4011500,563
4011600,425
4011700,420
4011800,524
4011900,273
4012000,771
4012100,395
4012200,382
4012301,319
4012400,601
4012500,642
4012601,541
4012602,437
4012800,255
4013000,207
4013200,554
4013400,531
4013500,253
4013600,294
4013700,109
4013800,224
4014000,300
4014100,202
4014201,818
4014202,767
4014300,549
4014400,646
4014500,354
4014700,231
4014800,265
4014900,688
4015000,206
4015100,345
4015200,796
4015300,413
4015400,316
4015500,857
4015600,402
4015700,842
4015801,691
4015802,875
4015900,612
4016100,1426
4016300,835
4016400,655
4016600,589
4016800,463
4016900,581
4017000,303
4017100,112
4017200,303
4017400,292
4017600,300
4017800,439
4017900,1018
4018000,642
4018101,722
4018102,477
4018200,477
4018300,800
4018401,935
4018402,810
4018501,393
4018502,627
4018600,256
4018700,177
4018800,217
4018900,505
4019000,844
4019200,361
4019400,504
4019600,763
4019800,717
4019900,573
4020200,530
4020400,1004
4020500,346
4020600,528
4020800,1013
4021200,1165
4021400,1063
4021600,475
4021900,167
4022001,709
4022002,523
4022900,106
4023000,357
4023200,411
4023500,833
4023600,679
4023800,965
4024000,1359
4024300,370
4024500,313
4024600,580
4024700,591
4024900,905
4025100,532
4025301,638
4025302,581
4025400,1891
4025500,383
4025700,368
4025800,1369
4025900,343
4026000,873
4026100,635
4026200,408
4026300,881
4026400,354
4026500,1372
4026600,510
4026700,1358
4026901,1417
4026902,661
4027000,419
4027100,522
4027200,683
4027300,1406
4027400,404
4027500,943
4027600,488
4027700,991
4027800,823
4027900,605
4028000,507
4028100,582
4028200,630
4028300,1091
4028400,1175
4028500,525
4028700,691
4028800,684
4028900,925
4029100,730
4029300,534
4029400,1012
4029500,753
4029700,428
4029900,126
4030600,767
4030902,731
4030903,693
4030904,593
4031700,648
4032000,1489
4032700,881
4032800,729
4032900,746
4033000,1259
4033100,220
4033401,704
4033402,1904
4033700,734
4033900,678
4034700,1538
4035100,868
4035200,1362
4035300,552
4035700,608
4035800,691
4036100,707
4036300,518
4036500,702
4036600,548
4036700,506
4036800,509
4037100,324
4037300,570
4037500,1173
4037600,530
4037700,1055
4037900,1184
4038100,897
4038301,578
4038302,79
4038400,685
4039400,489
4039800,559
4039900,938
4040000,266
4040100,686
4040200,273
4040300,851
4040400,499
4040500,1619
4040700,690
4040900,810
4041100,681
4041300,639
4041400,546
4041500,656
4042400,250
4042600,10
4042700,552
4043200,263
4043400,327
4043701,434
4043702,507
4043900,465
4044000,746
4044301,533
4044302,418
4044400,588
4044601,4027
4044602,1453
4044800,326
4045000,328
4045200,263
4045400,535
4045500,978
4045600,242
4045700,229
4045800,295
4045900,171
4046000,2746
4046100,261
4046200,1762
4046300,352
4046400,189
4046500,858
4046600,407
4046700,961
4046800,766
4046900,936
4047000,701
4047100,654
4047200,294
4047300,623
4047500,1233
4047600,191
4047800,296
4047900,456
4048000,694
4048100,590
4048200,638
4048300,679
4048400,599
4048500,544
4048900,373
4049200,846
4049301,200
4049302,554
4049500,202
4049600,696
4049700,285
4049900,314
4050000,523
4050201,406
4050202,263
4050400,330
4050500,293
4050600,297
4050700,195
4050800,525
4051000,300
4051100,215
4051200,643
4051300,238
4051500,311
4051600,273
4051700,345
4051800,390
4052000,272
4052100,372
4052200,247
4052400,319
4052500,451
4052600,399
4052800,476
4053000,624
4053100,782
4053200,240
4053401,427
4053500,670
4053601,310
4053800,421
4053900,726
4054000,658
4054200,573
4054500,808
4054700,871
4054800,417
4054900,1032
4055100,1370
4055200,247
4055300,1028
4055400,330
4055500,705
4055600,347
4055700,894
4055800,236
4055900,430
4056000,289
4056100,108
4056200,150
4056400,310
4056500,510
4056600,419
4056700,448
4056800,710
4057700,634
4057900,433
4058000,521
4058100,737
4058200,508
4058300,619
4058500,588
4058700,769
4058900,1087
4059000,291
4059100,963
4059200,147
4059300,510
4059400,179
4059500,947
4059600,261
4059800,177
4059900,270
4060000,156
4060100,405
4060300,538
4060600,153
4060701,31
4060800,331
4061000,153
4061200,125
4061301,968
4061400,217
4061601,183
4061602,279
4061800,342
4061900,390
4062000,158
4062100,609
4062200,216
4062300,407
4062400,30
4062500,361
4062600,508
4062700,463
4062900,572
4063000,345
4063200,369
4063301,303
4063302,291
4063500,455
4063700,805
4063800,664
4063900,419
4064101,284
4064102,306
4064500,192
4064600,342
4065000,312
4065400,776
4065501,33
4065600,755
4065702,262
4065703,371
4065900,127
4066000,1117
4066100,118
4066300,145
4066400,396
4066501,192
4066701,286
4066900,287
4067100,214
4067700,264
4067900,528
4068000,481
4068200,373
4068300,4727
4068700,530
4069000,927
4069300,1100
4069400,390
4069500,166
4069701,357
4069702,203
4070300,353
4070700,139
4070900,219
4071100,262
4071303,573
4071304,634
4071305,195
4071306,486
4071600,92
4071701,451
4071702,1181
4071900,410
4072100,349
4072300,105
4072900,133
4073100,249
4073700,868
4073900,835
4074100,441
4074300,330
4074500,348
4074700,190
4074900,99
4075701,355
4075702,349
4076901,332
4076902,607
4077300,247
4077500,433
4077902,432
4077903,362
4077904,410
4077905,398
4077906,481
4077907,277
4077908,723
4078800,772
4079000,421
4079200,312
4079300,116
4079701,677
4079702,251
4079900,437
4080301,493
4080302,492
4080900,331
4081400,539
4081800,814
4083700,548
4083800,374
4084000,858
4084500,479
4084601,426
4084602,326
4084900,1057
4085300,2898
4085500,382
4085700,419
4085900,444
4086100,306
4086300,527
4086400,91
4086500,1113
4086900,1356
4087100,1741
4088400,1261
4088901,666
4089200,551
4090700,416
4091601,261
4091602,62
4091900,728
4092200,161
4092500,809
4092800,207
4092900,563
4093401,411
4093402,929
4093800,711
4093900,392
4094201,1416
4094202,748
4094203,1494
4094500,821
4094700,666
4095400,1509
4096400,1737
4097202,86
4097203,103
4097204,1648
4097300,259
4098100,248
4098700,407
4099100,352
4099200,1421
4099701,193
4099703,329
4099704,352
4099705,197
4099801,1612
4099802,946
4099900,17
4100801,268
4100802,1180
4101001,1489
4101002,530
4101700,425
4102900,450
4103201,2719
4103202,1553
4103300,372
4103900,620
4104700,605
4105900,190
4107201,510
4107202,26
4108500,295
4109300,258
4109700,283
4109900,224
4111300,147
4112300,565
4112900,164
4113300,180
4113900,467
4114100,252
4114700,161
4115100,61
4115500,273
4115700,303
4115900,316
4116100,903
4116300,537
4116700,427
4117100,435
4117500,306
4118100,269
4118500,412
4118700,215
4118900,187
4119100,376
4119300,124
4119500,82
4119900,154
4120100,127
4120300,206
4120500,215
4120700,123
4121100,38
4121500,405
4122300,395
4122701,822
4122702,2112
4124100,262
4124700,215
4125700,590
4126500,264
4126700,180
4127700,250
4128300,182
4129102,159
4129103,442
4129104,410
4130100,546
4133300,445
4133900,508
4134100,475
4134700,872
4136700,470
4137700,429
4138501,359
4138502,166
4139900,297
4140300,148
4140901,205
4140902,215
4141700,453
4142900,270
4143500,136
4144100,259
4144700,285
4145101,159
4145102,335
4145900,359
4146300,349
4146700,600
4147100,451
4147900,507
4148300,156
4150701,291
4150702,293
4152901,635
4152902,409
4155101,172
4155102,408
4156700,417
4157101,450
4157102,234
4157901,367
4157902,443
4157903,378
4161700,443
4162100,526
5000300,2496
5000600,592
5000700,1728
5000800,711
5000900,857
5001100,1271
5001700,674
5001800,109
5002001,357
5002002,376
5002100,1298
5002700,1761
5002900,2870
5003300,708
5003600,528
5003900,281
5004000,2740
5004700,574
5005000,917
5005900,210
5006400,1067
5006700,585
5007000,663
5007400,1229
5007500,666
5007700,1087
5008100,761
5008900,163
5009601,916
5009602,967
5009700,546
5010500,894
5011201,792
5011202,1047
5011401,852
5011402,829
5012100,631
5012200,1148
5012500,790
5012804,893
5012805,276
5012806,828
5013201,535
5013203,1092
5013204,667
5013301,2211
5013302,828
5013400,1380
5013800,648
5014100,972
5014604,614
5014605,487
5014606,558
5014607,813
5014608,537
5014700,193
5015100,302
5015400,9
5015601,462
5015602,630
5015603,619
5016901,403
5017005,587
5017007,408
5017008,824
5017009,431
5017010,1070
5017011,666
5017012,490
5017300,859
5017600,341
5017700,335
5018100,203
5018701,752
5018702,696
5018901,381
5018902,466
5019700,352
5019800,878
5020100,888
5020700,2219
5020801,1948
5020803,932
5020804,961
5021300,1540
5022300,632
5022600,761
5022800,422
5023100,526
5023900,1026
5024401,794
5024402,502
5024700,907
5024800,1089
5025100,776
5027301,202
5027302,289
5027702,3042
5027704,531
5027705,530
5027706,1554
5027900,149
5029102,367
5029103,759
5029104,1225
5030301,560
5030302,969
5031901,1561
5031902,1789
5032300,181
